Quarter,Country,Current Account Balance,Bilateral Balance,Reserves,Forwards,FX Intervention
3/1/03,Thailand,0.0363,9.9578,-0.0006,0.0157,0.0151,
6/1/03,Thailand,0.0377,9.9364,-0.0060,0.0225,0.0164,
9/1/03,Thailand,0.0360,9.7062,-0.0021,0.0233,0.0212,
12/1/03,Thailand,0.0313,9.3432,-0.0065,0.0374,0.0309,
3/1/04,Thailand,0.0267,9.6894,0.0130,0.0417,0.0547,
6/1/04,Thailand,0.0204,9.9704,0.0114,0.0189,0.0303,
9/1/04,Thailand,0.0155,10.2339,0.0129,0.0089,0.0218,
12/1/04,Thailand,0.0160,11.2104,0.0257,-0.0035,0.0222,
3/1/05,Thailand,-0.0040,11.4231,0.0191,0.0020,0.0211,
6/1/05,Thailand,-0.0315,11.8466,0.0194,-0.0095,0.0098,
9/1/05,Thailand,-0.0312,12.3307,0.0223,-0.0093,0.0130,
12/1/05,Thailand,-0.0404,12.6329,0.0201,-0.0040,0.0161,
3/1/06,Thailand,-0.0233,13.4900,0.0339,-0.0179,0.0160,
6/1/06,Thailand,-0.0068,13.9165,0.0346,0.0061,0.0407,
9/1/06,Thailand,-0.0015,14.6612,0.0401,0.0078,0.0479,
12/1/06,Thailand,0.0104,14.5509,0.0460,0.0140,0.0600,
3/1/07,Thailand,0.0255,14.6149,0.0438,0.0188,0.0626,
6/1/07,Thailand,0.0371,14.7815,0.0429,0.0187,0.0615,
9/1/07,Thailand,0.0436,14.1249,0.0455,0.0335,0.0791,
12/1/07,Thailand,0.0552,14.4181,0.0476,0.0430,0.0906,
3/1/08,Thailand,0.0496,14.4572,0.0962,0.0428,0.1390,
6/1/08,Thailand,0.0454,14.3844,0.0773,0.0294,0.1067,
9/1/08,Thailand,0.0301,14.5406,0.0621,0.0018,0.0638,
12/1/08,Thailand,0.0032,14.4717,0.0718,-0.0411,0.0307,
3/1/09,Thailand,0.0266,13.7147,0.0374,-0.0615,-0.0241,
6/1/09,Thailand,0.0387,12.7195,0.0535,-0.0346,0.0188,
9/1/09,Thailand,0.0577,12.1867,0.0809,0.0063,0.0871,
12/1/09,Thailand,0.0787,12.1640,0.0768,0.0309,0.1077,
3/1/10,Thailand,0.0558,12.2904,0.0750,0.0301,0.1051,
6/1/10,Thailand,0.0452,12.9687,0.0828,0.0099,0.0927,
9/1/10,Thailand,0.0350,13.6661,0.0839,-0.0049,0.0790,
12/1/10,Thailand,0.0336,13.7172,0.0831,0.0115,0.0946,
3/1/11,Thailand,0.0310,13.8243,0.0769,0.0235,0.1004,
6/1/11,Thailand,0.0271,14.2208,0.0609,0.0351,0.0960,
9/1/11,Thailand,0.0193,14.2354,0.0302,0.0367,0.0668,
12/1/11,Thailand,0.0254,13.9017,-0.0050,0.0314,0.0264,
3/1/12,Thailand,0.0143,14.5029,-0.0169,0.0220,0.0051,
6/1/12,Thailand,0.0059,14.8480,-0.0250,0.0156,-0.0094,
9/1/12,Thailand,0.0103,14.7104,-0.0066,-0.0065,-0.0132,
12/1/12,Thailand,-0.0123,15.1791,0.0068,-0.0178,-0.0110,
3/1/13,Thailand,-0.0218,14.7688,0.0067,-0.0136,-0.0069,
6/1/13,Thailand,-0.0294,13.9568,0.0087,-0.0169,-0.0081,
9/1/13,Thailand,-0.0308,14.2082,-0.0078,-0.0085,-0.0163,
12/1/13,Thailand,-0.0210,14.3725,-0.0170,-0.0028,-0.0198,
3/1/14,Thailand,0.0024,14.4415,-0.0245,-0.0001,-0.0247,
6/1/14,Thailand,0.0174,15.5430,-0.0201,0.0002,-0.0199,
9/1/14,Thailand,0.0168,15.3584,-0.0149,0.0087,-0.0063,
12/1/14,Thailand,0.0286,15.4143,-0.0071,0.0004,-0.0067,
3/1/15,Thailand,0.0361,15.9542,0.0039,-0.0098,-0.0059,
6/1/15,Thailand,0.0466,16.1104,0.0136,-0.0130,0.0006,
9/1/15,Thailand,0.0613,16.5439,0.0078,-0.0282,-0.0203,
12/1/15,Thailand,0.0691,17.3933,0.0106,-0.0286,-0.0180,
3/1/16,Thailand,0.0865,17.8984,0.0351,-0.0143,0.0209,
6/1/16,Thailand,0.0973,18.1668,0.0363,-0.0068,0.0295,
9/1/16,Thailand,0.1087,19.1129,0.0432,0.0171,0.0604,
12/1/16,Thailand,0.1050,18.9832,0.0264,0.0341,0.0605,
3/1/17,Thailand,0.0987,19.2168,0.0125,0.0303,0.0427,
6/1/17,Thailand,0.0934,19.3046,0.0075,0.0363,0.0439,
9/1/17,Thailand,0.0973,19.3831,0.0337,0.0248,0.0585,
12/1/17,Thailand,0.0962,20.0750,0.0514,0.0240,0.0754,
3/1/18,Thailand,0.0932,20.0865,0.0569,0.0192,0.0761,
6/1/18,Thailand,0.0855,20.1024,0.0419,0.0034,0.0453,
9/1/18,Thailand,0.0653,20.0788,0.0166,0.0014,0.0180,
12/1/18,Thailand,0.0562,19.3423,0.0086,-0.0060,0.0027,
3/1/19,Thailand,0.0522,19.1319,-0.0043,-0.0062,-0.0105,
6/1/19,Thailand,0.0540,19.3549,0.0043,0.0029,0.0072,
9/1/19,Thailand,0.0638,19.5866,0.0163,0.0023,0.0186,
12/1/19,Thailand,0.0704,20.1483,0.0195,0.0018,0.0213,
3/1/20,Thailand,0.0639,21.1943,0.0191,0.0034,0.0225,
12/1/00,Turkey,-0.0365,-0.6784,-0.0062,0.0000,-0.0062,
3/1/01,Turkey,-0.0305,-0.5333,0.0078,0.0000,0.0078,
6/1/01,Turkey,-0.0139,-0.2054,0.0215,0.0000,0.0215,
9/1/01,Turkey,-0.0003,-0.1355,0.0201,0.0000,0.0201,
12/1/01,Turkey,0.0185,-0.0402,0.0087,0.0000,0.0087,
3/1/02,Turkey,0.0196,-0.0196,-0.0156,0.0000,-0.0156,
6/1/02,Turkey,0.0088,0.1105,-0.0257,0.0000,-0.0257,
9/1/02,Turkey,0.0045,0.2890,-0.0296,0.0000,-0.0296,
12/1/02,Turkey,-0.0026,0.4028,-0.0302,0.0000,-0.0302,
3/1/03,Turkey,-0.0133,0.5969,-0.0195,0.0000,-0.0195,
6/1/03,Turkey,-0.0196,0.7804,-0.0203,0.0000,-0.0203,
9/1/03,Turkey,-0.0173,0.7717,-0.0265,0.0000,-0.0265,
12/1/03,Turkey,-0.0239,0.8880,-0.0157,0.0000,-0.0157,
3/1/04,Turkey,-0.0287,0.8832,-0.0157,0.0000,-0.0157,
6/1/04,Turkey,-0.0317,1.0586,-0.0144,0.0000,-0.0144,
9/1/04,Turkey,-0.0340,1.4240,-0.0017,0.0000,-0.0017,
12/1/04,Turkey,-0.0352,1.5715,-0.0046,0.0000,-0.0046,
3/1/05,Turkey,-0.0350,1.5274,-0.0129,0.0000,-0.0129,
6/1/05,Turkey,-0.0379,1.3544,-0.0176,0.0000,-0.0176,
9/1/05,Turkey,-0.0390,1.1411,-0.0195,0.0000,-0.0195,
12/1/05,Turkey,-0.0419,0.9431,-0.0387,0.0000,-0.0387,
3/1/06,Turkey,-0.0460,0.9727,-0.0455,0.0000,-0.0455,
6/1/06,Turkey,-0.0525,0.6976,-0.0327,0.0000,-0.0327,
9/1/06,Turkey,-0.0568,0.2650,-0.0307,0.0000,-0.0307,
12/1/06,Turkey,-0.0568,0.0680,-0.0156,0.0000,-0.0156,
3/1/07,Turkey,-0.0562,-0.4114,-0.0144,0.0000,-0.0144,
6/1/07,Turkey,-0.0524,-0.8862,-0.0200,0.0000,-0.0200,
9/1/07,Turkey,-0.0522,-1.3142,-0.0194,0.0000,-0.0194,
12/1/07,Turkey,-0.0542,-1.8982,-0.0164,0.0000,-0.0164,
3/1/08,Turkey,-0.0545,-2.5780,-0.0066,0.0000,-0.0066,
6/1/08,Turkey,-0.0585,-3.8719,-0.0060,0.0000,-0.0060,
9/1/08,Turkey,-0.0566,-5.2961,-0.0088,0.0000,-0.0088,
12/1/08,Turkey,-0.0512,-5.3169,-0.0018,0.0000,-0.0018,
3/1/09,Turkey,-0.0405,-4.7316,0.0005,0.0000,0.0005,
6/1/09,Turkey,-0.0281,-4.1062,0.0063,0.0000,0.0063,
9/1/09,Turkey,-0.0204,-2.9678,0.0071,0.0000,0.0071,
12/1/09,Turkey,-0.0175,-3.4329,-0.0022,0.0000,-0.0022,
3/1/10,Turkey,-0.0276,-4.1460,-0.0053,0.0000,-0.0053,
6/1/10,Turkey,-0.0339,-4.7103,-0.0169,0.0000,-0.0169,
9/1/10,Turkey,-0.0439,-5.2406,-0.0144,0.0000,-0.0144,
12/1/10,Turkey,-0.0577,-6.3315,-0.0185,0.0000,-0.0185,
3/1/11,Turkey,-0.0712,-8.0217,-0.0218,0.0000,-0.0218,
6/1/11,Turkey,-0.0837,-8.6212,-0.0218,0.0000,-0.0218,
9/1/11,Turkey,-0.0892,-9.4454,-0.0135,0.0000,-0.0135,
12/1/11,Turkey,-0.0895,-9.4745,0.0003,0.0000,0.0003,
3/1/12,Turkey,-0.0834,-8.2035,0.0044,0.0000,0.0044,
6/1/12,Turkey,-0.0731,-7.6353,0.0047,0.0000,0.0047,
9/1/12,Turkey,-0.0636,-6.9779,-0.0127,0.0000,-0.0127,
12/1/12,Turkey,-0.0549,-6.1805,-0.0255,0.0000,-0.0255,
3/1/13,Turkey,-0.0515,-6.3385,-0.0316,0.0000,-0.0316,
6/1/13,Turkey,-0.0533,-5.5444,-0.0241,0.0000,-0.0241,
9/1/13,Turkey,-0.0550,-5.1794,-0.0160,0.0000,-0.0160,
12/1/13,Turkey,-0.0589,-5.4090,-0.0119,0.0000,-0.0119,
3/1/14,Turkey,-0.0551,-4.7625,0.0007,0.0000,0.0007,
6/1/14,Turkey,-0.0490,-5.1128,-0.0065,0.0000,-0.0065,
9/1/14,Turkey,-0.0432,-5.2067,-0.0051,0.0000,-0.0051,
12/1/14,Turkey,-0.0416,-4.2372,-0.0008,0.0000,-0.0008,
3/1/15,Turkey,-0.0399,-3.8950,-0.0021,0.0000,-0.0021,
6/1/15,Turkey,-0.0396,-3.0360,0.0057,0.0000,0.0057,
9/1/15,Turkey,-0.0373,-2.1292,0.0069,0.0000,0.0069,
12/1/15,Turkey,-0.0319,-1.6331,0.0126,0.0000,0.0126,
3/1/16,Turkey,-0.0299,-1.2133,0.0060,0.0000,0.0060,
6/1/16,Turkey,-0.0299,-1.8410,-0.0026,0.0000,-0.0026,
9/1/16,Turkey,-0.0322,-1.4846,0.0016,0.0000,0.0016,
12/1/16,Turkey,-0.0311,-1.3191,-0.0022,-0.0003,-0.0025,
3/1/17,Turkey,-0.0321,-1.0427,0.0050,-0.0007,0.0043,
6/1/17,Turkey,-0.0342,0.0093,0.0108,-0.0007,0.0100,
9/1/17,Turkey,-0.0391,-0.0664,0.0050,-0.0007,0.0043,
12/1/17,Turkey,-0.0476,-0.3870,0.0083,-0.0009,0.0074,
3/1/18,Turkey,-0.0555,-0.4870,0.0043,-0.0014,0.0029,
6/1/18,Turkey,-0.0587,-0.3524,0.0141,-0.0007,0.0134,
9/1/18,Turkey,-0.0486,-0.3812,0.0284,-0.0032,0.0252,
12/1/18,Turkey,-0.0267,0.0535,0.0120,-0.0009,0.0110,
3/1/19,Turkey,-0.0072,0.3547,0.0074,-0.0151,-0.0077,
6/1/19,Turkey,0.0127,0.3022,0.0010,-0.0229,-0.0219,
9/1/19,Turkey,0.0191,0.3754,-0.0162,-0.0192,-0.0353,
12/1/19,Turkey,0.0115,0.5979,-0.0097,-0.0217,-0.0314,
3/1/20,Turkey,0.0016,-0.5233,0.0166,-0.0219,-0.0053,
12/1/00,United Kingdom,-0.0225,1.7745,0.0021,-0.0010,0.0011,
3/1/01,United Kingdom,-0.0217,1.9684,0.0023,-0.0013,0.0010,
6/1/01,United Kingdom,-0.0221,0.4516,0.0019,-0.0002,0.0016,
9/1/01,United Kingdom,-0.0213,-0.4236,0.0001,-0.0015,-0.0013,
12/1/01,United Kingdom,-0.0206,0.6545,-0.0036,-0.0021,-0.0057,
3/1/02,United Kingdom,-0.0209,0.8169,-0.0017,-0.0030,-0.0047,
6/1/02,United Kingdom,-0.0226,3.8088,-0.0016,-0.0032,-0.0048,
9/1/02,United Kingdom,-0.0215,6.2185,-0.0005,-0.0013,-0.0018,
12/1/02,United Kingdom,-0.0204,7.5402,-0.0010,-0.0020,-0.0030,
3/1/03,United Kingdom,-0.0169,8.3735,-0.0018,-0.0003,-0.0022,
6/1/03,United Kingdom,-0.0155,8.3641,-0.0023,0.0003,-0.0020,
9/1/03,United Kingdom,-0.0174,8.4601,-0.0017,-0.0003,-0.0019,
12/1/03,United Kingdom,-0.0178,8.9670,-0.0016,-0.0002,-0.0017,
3/1/04,United Kingdom,-0.0215,9.3659,-0.0008,-0.0012,-0.0020,
6/1/04,United Kingdom,-0.0226,10.3436,-0.0008,-0.0019,-0.0027,
9/1/04,United Kingdom,-0.0260,9.8915,-0.0017,-0.0016,-0.0034,
12/1/04,United Kingdom,-0.0231,10.3721,-0.0002,-0.0004,-0.0006,
3/1/05,United Kingdom,-0.0233,10.7061,-0.0002,-0.0001,-0.0004,
6/1/05,United Kingdom,-0.0180,10.1289,0.0005,-0.0006,-0.0001,
9/1/05,United Kingdom,-0.0163,11.4242,0.0009,0.0000,0.0009,
12/1/05,United Kingdom,-0.0194,12.4645,0.0003,-0.0003,0.0000,
3/1/06,United Kingdom,-0.0214,11.6941,0.0001,-0.0004,-0.0004,
6/1/06,United Kingdom,-0.0259,11.3119,-0.0005,0.0009,0.0004,
9/1/06,United Kingdom,-0.0265,10.3446,-0.0006,-0.0002,-0.0008,
12/1/06,United Kingdom,-0.0279,8.1028,-0.0011,-0.0013,-0.0024,
3/1/07,United Kingdom,-0.0286,6.4685,-0.0012,-0.0008,-0.0020,
6/1/07,United Kingdom,-0.0293,5.8808,-0.0010,-0.0016,-0.0025,
9/1/07,United Kingdom,-0.0325,6.2990,-0.0016,-0.0024,-0.0040,
12/1/07,United Kingdom,-0.0332,6.8760,0.0002,-0.0009,-0.0007,
3/1/08,United Kingdom,-0.0337,7.0420,0.0001,-0.0032,-0.0031,
6/1/08,United Kingdom,-0.0366,6.7080,0.0002,0.0015,0.0016,
9/1/08,United Kingdom,-0.0356,6.1614,-0.0007,0.0008,0.0001,
12/1/08,United Kingdom,-0.0390,4.9883,-0.0015,0.0021,0.0006,
3/1/09,United Kingdom,-0.0411,3.9269,-0.0019,0.0040,0.0021,
6/1/09,United Kingdom,-0.0409,2.8166,-0.0013,-0.0027,-0.0039,
9/1/09,United Kingdom,-0.0384,2.2072,0.0050,-0.0019,0.0031,
12/1/09,United Kingdom,-0.0330,1.7764,0.0036,-0.0027,0.0009,
3/1/10,United Kingdom,-0.0301,2.1795,0.0055,0.0010,0.0064,
6/1/10,United Kingdom,-0.0262,2.4921,0.0065,0.0042,0.0107,
9/1/10,United Kingdom,-0.0299,2.0893,0.0025,0.0053,0.0078,
12/1/10,United Kingdom,-0.0318,1.3950,0.0037,-0.0005,0.0032,
3/1/11,United Kingdom,-0.0293,0.8162,0.0044,-0.0030,0.0013,
6/1/11,United Kingdom,-0.0235,-1.0293,0.0040,-0.0093,-0.0053,
9/1/11,United Kingdom,-0.0217,-3.8931,0.0031,-0.0071,-0.0040,
12/1/11,United Kingdom,-0.0176,-4.7707,0.0037,-0.0015,0.0022,
3/1/12,United Kingdom,-0.0207,-5.1409,0.0025,-0.0060,-0.0035,
6/1/12,United Kingdom,-0.0293,-3.5444,0.0026,0.0034,0.0060,
9/1/12,United Kingdom,-0.0302,-1.3806,0.0045,0.0038,0.0082,
12/1/12,United Kingdom,-0.0342,0.1453,0.0040,0.0026,0.0066,
3/1/13,United Kingdom,-0.0404,1.8739,0.0049,0.0071,0.0120,
6/1/13,United Kingdom,-0.0390,3.1051,0.0037,0.0042,0.0080,
9/1/13,United Kingdom,-0.0436,4.5804,0.0027,0.0018,0.0044,
12/1/13,United Kingdom,-0.0476,5.3799,0.0021,0.0010,0.0032,
3/1/14,United Kingdom,-0.0467,6.1734,0.0024,-0.0004,0.0020,
6/1/14,United Kingdom,-0.0478,5.3517,0.0026,-0.0012,0.0015,
9/1/14,United Kingdom,-0.0478,2.4026,0.0017,-0.0010,0.0007,
12/1/14,United Kingdom,-0.0472,0.7764,0.0030,-0.0015,0.0016,
3/1/15,United Kingdom,-0.0497,-0.1364,0.0077,-0.0021,0.0057,
6/1/15,United Kingdom,-0.0474,0.8686,0.0077,-0.0008,0.0069,
9/1/15,United Kingdom,-0.0473,3.2292,0.0111,-0.0008,0.0103,
12/1/15,United Kingdom,-0.0490,1.9623,0.0104,-0.0013,0.0091,
3/1/16,United Kingdom,-0.0487,1.6392,0.0051,0.0001,0.0052,
6/1/16,United Kingdom,-0.0534,-0.2220,0.0059,-0.0034,0.0025,
9/1/16,United Kingdom,-0.0583,-3.1120,0.0043,-0.0018,0.0026,
12/1/16,United Kingdom,-0.0525,-0.9312,0.0027,0.0002,0.0030,
3/1/17,United Kingdom,-0.0459,-0.7294,0.0035,0.0010,0.0045,
6/1/17,United Kingdom,-0.0435,-1.2934,0.0028,0.0022,0.0051,
9/1/17,United Kingdom,-0.0362,-1.4455,0.0013,0.0018,0.0031,
12/1/17,United Kingdom,-0.0348,-2.9834,0.0023,0.0004,0.0027,
3/1/18,United Kingdom,-0.0356,-5.5505,0.0021,0.0010,0.0031,
6/1/18,United Kingdom,-0.0336,-6.7838,0.0022,0.0015,0.0038,
9/1/18,United Kingdom,-0.0339,-5.7111,0.0023,-0.0006,0.0017,
12/1/18,United Kingdom,-0.0385,-5.7571,0.0078,-0.0003,0.0076,
3/1/19,United Kingdom,-0.0451,-6.0307,0.0033,-0.0006,0.0027,
6/1/19,United Kingdom,-0.0470,-3.9102,0.0003,-0.0011,-0.0008,
9/1/19,United Kingdom,-0.0481,-4.5667,0.0002,-0.0006,-0.0004,
12/1/19,United Kingdom,-0.0400,-5.8584,-0.0011,-0.0007,-0.0017,
3/1/20,United Kingdom,-0.0331,-6.5998,0.0005,-0.0004,0.0001,
12/1/00,Vietnam,#N/A,0.4538,#N/A,0.0000,0.0000,
3/1/01,Vietnam,#N/A,0.4503,#N/A,0.0000,0.0000,
6/1/01,Vietnam,#N/A,0.4925,#N/A,0.0000,0.0000,
9/1/01,Vietnam,#N/A,0.5577,#N/A,0.0000,0.0000,
12/1/01,Vietnam,#N/A,0.5928,#N/A,0.0000,0.0000,
3/1/02,Vietnam,#N/A,0.6846,#N/A,0.0000,0.0000,
6/1/02,Vietnam,#N/A,0.9426,#N/A,0.0000,0.0000,
9/1/02,Vietnam,#N/A,1.3851,#N/A,0.0000,0.0000,
12/1/02,Vietnam,#N/A,1.8148,#N/A,0.0000,0.0000,
3/1/03,Vietnam,#N/A,2.5296,#N/A,0.0000,0.0000,
6/1/03,Vietnam,#N/A,2.8312,#N/A,0.0000,0.0000,
9/1/03,Vietnam,#N/A,3.0667,#N/A,0.0000,0.0000,
12/1/03,Vietnam,#N/A,3.2310,#N/A,0.0000,0.0000,
3/1/04,Vietnam,#N/A,3.3352,#N/A,0.0000,0.0000,
6/1/04,Vietnam,#N/A,3.7061,#N/A,0.0000,0.0000,
9/1/04,Vietnam,#N/A,3.8575,#N/A,0.0000,0.0000,
12/1/04,Vietnam,-0.0193,4.1700,0.0123,0.0000,0.0123,
3/1/05,Vietnam,-0.0243,4.4802,0.0281,0.0000,0.0281,
6/1/05,Vietnam,-0.0257,4.4640,0.0236,0.0000,0.0236,
9/1/05,Vietnam,-0.0166,5.1387,0.0298,0.0000,0.0298,
12/1/05,Vietnam,-0.0097,5.4380,0.0309,0.0000,0.0309,
3/1/06,Vietnam,0.0101,5.7448,0.0425,0.0000,0.0425,
6/1/06,Vietnam,0.0110,6.6297,0.0506,0.0000,0.0506,
9/1/06,Vietnam,-0.0057,7.0601,0.0450,0.0000,0.0450,
12/1/06,Vietnam,-0.0025,7.4663,0.0563,0.0000,0.0563,
3/1/07,Vietnam,-0.0206,7.7318,0.1001,0.0000,0.1001,
6/1/07,Vietnam,-0.0316,7.8866,0.1227,0.0000,0.1227,
9/1/07,Vietnam,-0.0419,8.2695,0.1315,0.0000,0.1315,
12/1/07,Vietnam,-0.0899,8.7298,0.1186,0.0000,0.1186,
3/1/08,Vietnam,-0.1610,8.8911,0.0908,0.0000,0.0908,
6/1/08,Vietnam,-0.1715,8.9374,0.0066,0.0000,0.0066,
9/1/08,Vietnam,-0.1345,9.3955,-0.0036,0.0000,-0.0036,
12/1/08,Vietnam,-0.1094,10.1116,-0.0034,0.0000,-0.0034,
3/1/09,Vietnam,-0.0460,10.2608,-0.0398,0.0000,-0.0398,
6/1/09,Vietnam,-0.0109,10.2686,-0.0240,0.0000,-0.0240,
9/1/09,Vietnam,-0.0193,9.8100,-0.0438,0.0000,-0.0438,
12/1/09,Vietnam,0.0000,9.1907,-0.0834,0.0000,-0.0834,
3/1/10,Vietnam,0.0000,9.3136,-0.0944,0.0000,-0.0944,
6/1/10,Vietnam,0.0000,9.7389,-0.0526,0.0000,-0.0526,
9/1/10,Vietnam,0.0000,10.5496,-0.0364,0.0000,-0.0364,
12/1/10,Vietnam,0.0000,11.1624,-0.0176,0.0000,-0.0176,
3/1/11,Vietnam,0.0000,11.5079,0.0012,0.0000,0.0012,
6/1/11,Vietnam,0.0000,12.1610,0.0104,0.0000,0.0104,
9/1/11,Vietnam,0.0000,12.7633,0.0092,0.0000,0.0092,
12/1/11,Vietnam,0.0000,13.1729,0.0063,0.0000,0.0063,
3/1/12,Vietnam,0.0188,13.9898,0.0375,0.0000,0.0375,
6/1/12,Vietnam,0.0314,14.6412,0.0316,0.0000,0.0316,
9/1/12,Vietnam,0.0454,15.0259,0.0413,0.0000,0.0413,
12/1/12,Vietnam,0.0595,15.6449,0.0738,0.0000,0.0738,
3/1/13,Vietnam,0.0585,16.1152,0.0647,0.0000,0.0647,
6/1/13,Vietnam,0.0504,16.9073,0.0294,0.0000,0.0294,
9/1/13,Vietnam,0.0543,18.1691,0.0134,0.0000,0.0134,
12/1/13,Vietnam,0.0471,19.6144,0.0012,0.0000,0.0012,
3/1/14,Vietnam,0.0455,20.7842,0.0291,0.0000,0.0291,
6/1/14,Vietnam,0.0538,22.0213,0.0597,0.0000,0.0597,
9/1/14,Vietnam,0.0483,23.3506,0.0674,0.0000,0.0674,
12/1/14,Vietnam,0.0491,24.8852,0.0429,0.0000,0.0429,
3/1/15,Vietnam,0.0245,26.4089,0.0145,0.0000,0.0145,
6/1/15,Vietnam,0.0113,28.5204,0.0057,0.0000,0.0057,
9/1/15,Vietnam,-0.0016,30.0573,-0.0331,0.0000,-0.0331,
12/1/15,Vietnam,-0.0106,30.9143,-0.0330,0.0000,-0.0330,
3/1/16,Vietnam,0.0048,32.4752,-0.0286,0.0000,-0.0286,
6/1/16,Vietnam,0.0044,32.2611,-0.0149,0.0000,-0.0149,
9/1/16,Vietnam,0.0137,31.6265,0.0330,0.0000,0.0330,
12/1/16,Vietnam,0.0030,31.9870,0.0389,0.0000,0.0389,
3/1/17,Vietnam,-0.0182,31.9420,0.0285,0.0000,0.0285,
6/1/17,Vietnam,-0.0243,34.2821,0.0178,0.0000,0.0178,
9/1/17,Vietnam,-0.0212,36.8013,0.0141,0.0000,0.0141,
12/1/17,Vietnam,-0.0074,38.3433,0.0534,0.0000,0.0534,
3/1/18,Vietnam,0.0213,39.4737,0.0777,0.0000,0.0777,
6/1/18,Vietnam,0.0293,38.2596,0.0764,0.0000,0.0764,
9/1/18,Vietnam,0.0322,38.9690,0.0626,0.0000,0.0626,
12/1/18,Vietnam,0.0236,39.4830,0.0212,0.0000,0.0212,
3/1/19,Vietnam,0.0192,43.6931,0.0206,0.0000,0.0206,
6/1/19,Vietnam,0.0160,46.6222,0.0231,0.0000,0.0231,
9/1/19,Vietnam,0.0273,51.1830,0.0432,0.0000,0.0432,
12/1/19,Vietnam,0.0502,55.7695,0.0850,0.0000,0.0850,
3/1/20,Vietnam,0.0578,56.6772,0.0695,0.0000,0.0695,
